quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
524	4.0	132	132	0	0	4/4	1	1	1	1	1		5	59		1552
524	4.0	132	132	0	0	4/4	1	1	1	1	1		2	62		1552
524	4.0	132	132	0	0	4/4	1	1	1	1	1		6	66		1552
524	4.0	132	132	0	0	4/4	1	1	1	1	1		8	68		1552
1049/2	0.5	132	132	1/8	1/8	4/4	2	1	1/8	1/8	1		5	47		1554
525	0.5	132	132	1/4	1/4	4/4	2	1	1/8	1/8	1		4	52		1555
1051/2	0.5	132	132	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1556
526	0.5	132	132	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1557
1053/2	0.5	132	132	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54		1558
527	0.5	132	132	3/4	3/4	4/4	2	1	1/8	1/8	1		8	56		1559
1055/2	0.5	132	132	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59		1560
528	0.5	133	133	0	0	4/4	2	2	1/8	1/8	1		2	62		1566
528	1.0	133	133	0	0	4/4	2	1	1/4	1/4	1		2	62		1565
1057/2	0.5	133	133	1/8	1/8	4/4	2	2	1/8	1/8	1		5	59		1567
529	0.5	133	133	1/4	1/4	4/4	2	2	1/8	1/8	1		2	62		1568
1059/2	0.5	133	133	3/8	3/8	4/4	2	2	1/8	1/8	1		4	64		1569
530	0.5	133	133	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66		1561
1061/2	0.5	133	133	5/8	5/8	4/4	1	1	1/8	1/8	1		8	68		1562
531	0.5	133	133	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71		1563
1063/2	0.5	133	133	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74		1564
532	0.5	134	134	0	0	4/4	1	1	1/8	1/8	1		6	78		1570
1065/2	0.5	134	134	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1571
533	0.5	134	134	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1572
1067/2	0.5	134	134	3/8	3/8	4/4	1	1	1/8	1/8	1	1	6	66		1573
534	2.0	134	134	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	6	66		1578
534	0.5	134	134	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1574
534	2.0	134	134	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1578
1069/2	0.5	134	134	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1575
535	0.5	134	134	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1576
1071/2	0.5	134	134	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1577
536	0.5	135	135	0	0	4/4	1	1	1/8	1/8	1		6	78		1579
1073/2	0.5	135	135	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1580
537	0.5	135	135	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1581
1075/2	0.5	135	135	3/8	3/8	4/4	1	1	1/8	1/8	1	1	4	64		1582
538	2.0	135	135	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	4	64		1587
538	0.5	135	135	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1583
538	2.0	135	135	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1587
1077/2	0.5	135	135	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1584
539	0.5	135	135	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1585
1079/2	0.5	135	135	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1586
540	0.5	136	136	0	0	4/4	1	1	1/8	1/8	1		6	78		1588
1081/2	0.5	136	136	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1589
541	0.5	136	136	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1590
1083/2	0.5	136	136	3/8	3/8	4/4	1	1	1/8	1/8	1	1	6	66		1591
542	2.0	136	136	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	6	66		1596
542	0.5	136	136	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1592
542	2.0	136	136	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1596
1085/2	0.5	136	136	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1593
543	0.5	136	136	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1594
1087/2	0.5	136	136	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1595
544	0.5	137	137	0	0	4/4	1	1	1/8	1/8	1		6	78		1597
1089/2	0.5	137	137	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1598
545	0.5	137	137	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1599
1091/2	0.5	137	137	3/8	3/8	4/4	1	1	1/8	1/8	1	1	4	64		1600
546	2.0	137	137	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	4	64		1605
546	0.5	137	137	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		1601
546	2.0	137	137	1/2	1/2	4/4	1	2	1/2	1/2	1		8	68		1605
1093/2	0.5	137	137	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1602
547	0.5	137	137	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74		1603
1095/2	0.5	137	137	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76		1604
548	1.0	138	138	0	0	4/4	1	1	1/4	1/4	1		6	78		1606
1097/2	0.5	138	138	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1610
549	0.5	138	138	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1611
549	0.5	138	138	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1611
549	1.0	138	138	1/4	1/4	4/4	1	1	1/4	1/4	1		7	85		1607
1099/2	0.5	138	138	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1612
550	2.0	138	138	1/2	1/2	4/4	1	2	1/2	1/2	1		6	78		1609
550	2.0	138	138	1/2	1/2	4/4	1	2	1/2	1/2	1		3	81		1609
550	2.0	138	138	1/2	1/2	4/4	1	1	1/2	1/2	1		12	84		1608
1101/2	0.5	138	138	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1613
551	0.5	138	138	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1614
551	0.5	138	138	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1614
1103/2	0.5	138	138	7/8	7/8	4/4	2	1	1/8	1/8	1		0	72		1615
552	1.0	139	139	0	0	4/4	1	1	1/4	1/4	1		7	85		1616
1105/2	0.5	139	139	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1623
553	0.5	139	139	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1624
553	1.0	139	139	1/4	1/4	4/4	1	2	1/4	1/4	1		6	78		1621
553	1.0	139	139	1/4	1/4	4/4	1	2	1/4	1/4	1		3	81		1621
553	1.0	139	139	1/4	1/4	4/4	1	1	1/4	1/4	1		4	88		1617
1107/2	0.5	139	139	3/8	3/8	4/4	2	1	1/8	1/8	1		4	76		1625
554	0.6666666666666666	139	139	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	87		1618
1109/2	0.5	139	139	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1626
1664/3	0.6666666666666666	139	139	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	78		1622
1664/3	0.6666666666666666	139	139	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	83		1619
555	0.5	139	139	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1627
1666/3	0.6666666666666666	139	139	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	81		1620
1111/2	0.5	139	139	7/8	7/8	4/4	2	1	1/8	1/8	1		9	75		1628
556	1.0	140	140	0	0	4/4	1	1	1/4	1/4	1		6	78		1629
1113/2	0.5	140	140	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1633
557	0.5	140	140	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1634
557	0.5	140	140	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1634
557	1.0	140	140	1/4	1/4	4/4	1	1	1/4	1/4	1		7	85		1630
1115/2	0.5	140	140	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1635
558	2.0	140	140	1/2	1/2	4/4	1	2	1/2	1/2	1		6	78		1632
558	2.0	140	140	1/2	1/2	4/4	1	2	1/2	1/2	1		3	81		1632
558	2.0	140	140	1/2	1/2	4/4	1	1	1/2	1/2	1		12	84		1631
1117/2	0.5	140	140	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1636
559	0.5	140	140	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1637
559	0.5	140	140	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1637
1119/2	0.5	140	140	7/8	7/8	4/4	2	1	1/8	1/8	1		0	72		1638
560	1.0	141	141	0	0	4/4	1	1	1/4	1/4	1		7	85		1639
1121/2	0.5	141	141	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1646
561	0.5	141	141	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1647
561	1.0	141	141	1/4	1/4	4/4	1	2	1/4	1/4	1		6	78		1644
561	1.0	141	141	1/4	1/4	4/4	1	2	1/4	1/4	1		3	81		1644
561	1.0	141	141	1/4	1/4	4/4	1	1	1/4	1/4	1		4	88		1640
1123/2	0.5	141	141	3/8	3/8	4/4	2	1	1/8	1/8	1		4	76		1648
562	0.6666666666666666	141	141	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	87		1641
1125/2	0.5	141	141	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1649
1688/3	0.6666666666666666	141	141	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	78		1645
1688/3	0.6666666666666666	141	141	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	83		1642
563	0.5	141	141	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1650
1690/3	0.6666666666666666	141	141	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	81		1643
1127/2	0.5	141	141	7/8	7/8	4/4	2	1	1/8	1/8	1		9	75		1651
564	1.0	142	142	0	0	4/4	1	1	1/4	1/4	1		7	73		1652
1129/2	0.5	142	142	1/8	1/8	4/4	2	1	1/8	1/8	1		7	49		1659
565	0.5	142	142	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54		1660
565	1.0	142	142	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66		1657
565	1.0	142	142	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69		1657
565	1.0	142	142	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76		1653
1131/2	0.5	142	142	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1661
566	0.6666666666666666	142	142	1/2	1/2	4/4	1	1	1/6	1/4	2/3		9	75		1654
1133/2	0.5	142	142	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		1662
1700/3	0.6666666666666666	142	142	2/3	2/3	4/4	1	2	1/6	1/4	2/3		6	66		1658
1700/3	0.6666666666666666	142	142	2/3	2/3	4/4	1	1	1/6	1/4	2/3		5	71		1655
567	0.5	142	142	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		1663
1702/3	0.6666666666666666	142	142	5/6	5/6	4/4	1	1	1/6	1/4	2/3		3	69		1656
1135/2	0.5	142	142	7/8	7/8	4/4	2	1	1/8	1/8	1		9	63		1664
568	0.5	143	143	0	0	4/4	2	1	1/8	1/8	1		3	45		1666
568	4.0	143	143	0	0	4/4	1	1	1	1	1		7	73		1665
1137/2	0.5	143	143	1/8	1/8	4/4	2	1	1/8	1/8	1		9	51		1667
569	0.5	143	143	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54		1668
1139/2	0.5	143	143	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57		1669
570	0.5	143	143	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		1670
1141/2	0.5	143	143	5/8	5/8	4/4	2	1	1/8	1/8	1		9	63		1671
571	0.5	143	143	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		1672
1143/2	0.5	143	143	7/8	7/8	4/4	2	1	1/8	1/8	1		3	69		1673
572	0.5	144	144	0	0	4/4	1	1	1/8	1/8	1		7	73		1674
1145/2	0.5	144	144	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1675
573	0.5	144	144	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1676
1147/2	0.5	144	144	3/8	3/8	4/4	1	1	1/8	1/8	1		3	81		1677
574	0.5	144	144	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1678
1149/2	0.5	144	144	5/8	5/8	4/4	1	1	1/8	1/8	1		9	87		1679
575	0.5	144	144	3/4	3/4	4/4	1	1	1/8	1/8	1		6	90		1680
1151/2	0.5	144	144	7/8	7/8	4/4	1	1	1/8	1/8	1		3	93		1681
576	0.5	145	145	0	0	4/4	2	1	1/8	1/8	1		8	44		1687
576	4.0	145	145	0	0	4/4	1	1	1	1	1		5	95		1682
576	4.0	145	145	0	0	4/4	1	1	1	1	1		7	97		1682
1153/2	0.5	145	145	1/8	1/8	4/4	2	1	1/8	1/8	1		11	53		1688
577	0.5	145	145	1/4	1/4	4/4	2	1	1/8	1/8	1		8	56		1689
1155/2	0.5	145	145	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59		1690
578	0.5	145	145	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61		1691
578	0.5	145	145	1/2	1/2	4/4	1	2	1/8	1/8	1		11	65		1683
1157/2	0.5	145	145	5/8	5/8	4/4	1	2	1/8	1/8	1		8	68		1684
579	0.5	145	145	3/4	3/4	4/4	1	2	1/8	1/8	1		5	71		1685
1159/2	0.5	145	145	7/8	7/8	4/4	1	2	1/8	1/8	1		7	73		1686
580	0.5	146	146	0	0	4/4	1	1	1/8	1/8	1		11	77		1692
1161/2	0.5	146	146	1/8	1/8	4/4	1	1	1/8	1/8	1		8	80		1693
581	0.5	146	146	1/4	1/4	4/4	1	1	1/8	1/8	1		5	83		1694
1163/2	0.5	146	146	3/8	3/8	4/4	1	1	1/8	1/8	1		7	85		1695
582	0.5	146	146	1/2	1/2	4/4	1	1	1/8	1/8	1		11	77		1696
1165/2	0.5	146	146	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		1697
583	0.5	146	146	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1698
1167/2	0.5	146	146	7/8	7/8	4/4	1	1	1/8	1/8	1		7	85		1699
584	2.0	147	147	0	0	4/4	2	1	1/2	1/2	1		6	30		1708
584	2.0	147	147	0	0	4/4	2	1	1/2	1/2	1		7	37		1708
584	2.0	147	147	0	0	4/4	2	1	1/2	1/2	1		6	42		1708
584	0.5	147	147	0	0	4/4	1	1	1/8	1/8	1		7	85		1700
584	0.5	147	147	0	0	4/4	1	1	1/8	1/8	1		6	90		1700
1169/2	0.5	147	147	1/8	1/8	4/4	1	1	1/8	1/8	1		6	78		1701
585	0.5	147	147	1/4	1/4	4/4	1	1	1/8	1/8	1		7	85		1702
585	0.5	147	147	1/4	1/4	4/4	1	1	1/8	1/8	1		6	90		1702
1171/2	0.5	147	147	3/8	3/8	4/4	1	1	1/8	1/8	1		6	78		1703
586	2.0	147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1709
586	2.0	147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1709
586	2.0	147	147	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1709
586	0.5	147	147	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1704
586	0.5	147	147	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1704
1173/2	0.5	147	147	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73		1705
587	0.5	147	147	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1706
587	0.5	147	147	3/4	3/4	4/4	1	1	1/8	1/8	1		7	85		1706
1175/2	0.5	147	147	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1707
588	4.0	148	148	0	0	4/4	2	1	1	1	1		5	35		1718
588	4.0	148	148	0	0	4/4	2	1	1	1	1		6	42		1718
588	4.0	148	148	0	0	4/4	2	1	1	1	1		5	47		1718
588	0.5	148	148	0	0	4/4	1	1	1/8	1/8	1		6	78		1710
588	0.5	148	148	0	0	4/4	1	1	1/8	1/8	1		9	87		1710
1177/2	0.5	148	148	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1711
589	0.5	148	148	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1712
589	0.5	148	148	1/4	1/4	4/4	1	1	1/8	1/8	1		9	87		1712
1179/2	0.5	148	148	3/8	3/8	4/4	1	1	1/8	1/8	1		9	75		1713
590	0.5	148	148	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1714
590	0.5	148	148	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1714
1181/2	0.5	148	148	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1715
591	0.5	148	148	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1716
591	0.5	148	148	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1716
1183/2	0.5	148	148	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1717
592	2.0	149	149	0	0	4/4	2	1	1/2	1/2	1		6	30		1727
592	2.0	149	149	0	0	4/4	2	1	1/2	1/2	1		7	37		1727
592	2.0	149	149	0	0	4/4	2	1	1/2	1/2	1		6	42		1727
592	0.5	149	149	0	0	4/4	1	1	1/8	1/8	1		7	85		1719
592	0.5	149	149	0	0	4/4	1	1	1/8	1/8	1		6	90		1719
1185/2	0.5	149	149	1/8	1/8	4/4	1	1	1/8	1/8	1		6	78		1720
593	0.5	149	149	1/4	1/4	4/4	1	1	1/8	1/8	1		7	85		1721
593	0.5	149	149	1/4	1/4	4/4	1	1	1/8	1/8	1		6	90		1721
1187/2	0.5	149	149	3/8	3/8	4/4	1	1	1/8	1/8	1		6	78		1722
594	2.0	149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1728
594	2.0	149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1728
594	2.0	149	149	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1728
594	0.5	149	149	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1723
594	0.5	149	149	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1723
1189/2	0.5	149	149	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73		1724
595	0.5	149	149	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1725
595	0.5	149	149	3/4	3/4	4/4	1	1	1/8	1/8	1		7	85		1725
1191/2	0.5	149	149	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1726
596	4.0	150	150	0	0	4/4	2	1	1	1	1		5	35		1737
596	4.0	150	150	0	0	4/4	2	1	1	1	1		6	42		1737
596	4.0	150	150	0	0	4/4	2	1	1	1	1		5	47		1737
596	0.5	150	150	0	0	4/4	1	1	1/8	1/8	1		6	78		1729
596	0.5	150	150	0	0	4/4	1	1	1/8	1/8	1		9	87		1729
1193/2	0.5	150	150	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1730
597	0.5	150	150	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1731
597	0.5	150	150	1/4	1/4	4/4	1	1	1/8	1/8	1		9	87		1731
1195/2	0.5	150	150	3/8	3/8	4/4	1	1	1/8	1/8	1		9	75		1732
598	0.5	150	150	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1733
598	0.5	150	150	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1733
1197/2	0.5	150	150	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71		1734
599	0.5	150	150	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1735
599	0.5	150	150	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1735
1199/2	0.5	150	150	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1736
600	2.0	151	151	0	0	4/4	2	1	1/2	1/2	1		6	30		1746
600	2.0	151	151	0	0	4/4	2	1	1/2	1/2	1		7	37		1746
600	2.0	151	151	0	0	4/4	2	1	1/2	1/2	1		6	42		1746
600	0.5	151	151	0	0	4/4	1	1	1/8	1/8	1		7	73		1738
600	0.5	151	151	0	0	4/4	1	1	1/8	1/8	1		6	78		1738
1201/2	0.5	151	151	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66		1739
601	0.5	151	151	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		1740
601	0.5	151	151	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1740
1203/2	0.5	151	151	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		1741
602	2.0	151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		7	37		1747
602	2.0	151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		6	42		1747
602	2.0	151	151	1/2	1/2	4/4	2	1	1/2	1/2	1		7	49		1747
602	0.5	151	151	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66		1742
602	0.5	151	151	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73		1742
1205/2	0.5	151	151	5/8	5/8	4/4	1	1	1/8	1/8	1		7	61		1743
603	0.5	151	151	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1744
603	0.5	151	151	3/4	3/4	4/4	1	1	1/8	1/8	1		7	73		1744
1207/2	0.5	151	151	7/8	7/8	4/4	1	1	1/8	1/8	1		7	61		1745
604	0.5	152	152	0	0	4/4	2	1	1/8	1/8	1		5	35		1749
604	4.0	152	152	0	0	4/4	1	1	1	1	1		9	63		1748
604	4.0	152	152	0	0	4/4	1	1	1	1	1		6	66		1748
604	4.0	152	152	0	0	4/4	1	1	1	1	1		9	75		1748
1209/2	0.5	152	152	1/8	1/8	4/4	2	1	1/8	1/8	1		6	42		1750
605	0.5	152	152	1/4	1/4	4/4	2	1	1/8	1/8	1		5	47		1751
1211/2	0.5	152	152	3/8	3/8	4/4	2	1	1/8	1/8	1		9	51		1752
606	0.5	152	152	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54		1753
1213/2	0.5	152	152	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1754
607	0.5	152	152	3/4	3/4	4/4	2	1	1/8	1/8	1		9	63		1755
1215/2	0.5	152	152	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1756
608	0.5	153	153	0	0	4/4	1	1	1/8	1/8	1		5	71		1757
1217/2	0.5	153	153	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1758
609	0.5	153	153	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1759
1219/2	0.5	153	153	3/8	3/8	4/4	1	1	1/8	1/8	1		5	83		1760
610	0.5	153	153	1/2	1/2	4/4	1	1	1/8	1/8	1		9	75		1761
1221/2	0.5	153	153	5/8	5/8	4/4	1	1	1/8	1/8	1		6	78		1762
611	0.5	153	153	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1763
1223/2	0.5	153	153	7/8	7/8	4/4	1	1	1/8	1/8	1		9	87		1764
612	0.5	154	154	0	0	4/4	2	1	1/8	1/8	1		6	30		1766
612	0.5	154	154	0	0	4/4	2	1	1/8	1/8	1		7	37		1766
612	0.5	154	154	0	0	4/4	2	1	1/8	1/8	1		6	42		1766
612	0.5	154	154	0	0	4/4	1	1	1/8	1/8	1		6	78		1765
612	0.5	154	154	0	0	4/4	1	1	1/8	1/8	1		7	85		1765
612	0.5	154	154	0	0	4/4	1	1	1/8	1/8	1		6	90		1765
616	0.5	155	155	0	0	4/4	2	1	1/8	1/8	1		6	42		1768
616	0.5	155	155	0	0	4/4	2	1	1/8	1/8	1		7	49		1768
616	0.5	155	155	0	0	4/4	2	1	1/8	1/8	1		3	57		1768
616	0.5	155	155	0	0	4/4	1	1	1/8	1/8	1		6	66		1767
616	0.5	155	155	0	0	4/4	1	1	1/8	1/8	1		7	73		1767
616	0.5	155	155	0	0	4/4	1	1	1/8	1/8	1		6	78		1767
620	0.5	156	156	0	0	4/4	2	1	1/8	1/8	1		6	30		1770
620	0.5	156	156	0	0	4/4	2	1	1/8	1/8	1		6	42		1770
620	0.5	156	156	0	0	4/4	1	1	1/8	1/8	1		6	78		1769
620	0.5	156	156	0	0	4/4	1	1	1/8	1/8	1		6	90		1769
